#numMotions
8
#motionIndex
0 0
#motionName
rest rest
#numFrames
799 799
#minListSize
138
#i j distance theta x0 z0
101 1513 185.687 2.74102 -1.56975 0.149559
110 1513 185.728 2.74072 -1.57034 0.150152
115 1513 185.811 2.74082 -1.57057 0.150426
50 1513 188.521 2.76754 -1.56007 0.13496
272 1332 188.821 2.50416 -1.6481 0.293759
253 1332 189.296 2.50726 -1.64708 0.291436
310 1333 189.72 2.51875 -1.64698 0.292133
742 1332 194.678 2.60196 -1.62086 0.252963
759 1332 194.895 2.59813 -1.62024 0.250746
4 1331 194.987 2.57748 -1.61958 0.25126
101 1332 197.066 2.5427 -1.63867 0.268209
110 1332 197.106 2.54236 -1.63932 0.268796
115 1332 197.207 2.54238 -1.63956 0.269109
498 1152 264.634 2.61869 -1.58942 0.233845
488 1152 264.644 2.62284 -1.58858 0.232286
505 1152 264.676 2.61661 -1.58989 0.234482
492 1152 264.775 2.62087 -1.58894 0.233074
440 1152 264.839 2.62781 -1.59013 0.231602
436 1152 264.876 2.62576 -1.59104 0.23251
428 1152 264.97 2.6215 -1.59308 0.234256
450 1152 264.985 2.63155 -1.58837 0.229739
513 1152 265.048 2.61487 -1.59028 0.23487
414 1152 265.058 2.61618 -1.59584 0.235785
454 1152 265.089 2.63226 -1.58789 0.229283
462 1152 265.099 2.63252 -1.58732 0.228829
471 1152 265.122 2.63073 -1.58726 0.229267
530 1152 265.83 2.61495 -1.59023 0.233674
536 1152 265.934 2.61538 -1.59014 0.233057
542 1152 266.066 2.61564 -1.5901 0.232617
551 1152 266.164 2.61624 -1.59015 0.231967
572 1152 266.678 2.61556 -1.59098 0.23189
582 1152 266.966 2.61492 -1.59161 0.232074
586 1152 267.039 2.61456 -1.59188 0.232171
651 1152 270.609 2.58937 -1.60393 0.242408
663 1152 270.755 2.58206 -1.60699 0.245093
251 1151 273.142 2.44404 -1.64703 0.289387
264 1151 273.455 2.4428 -1.64707 0.290629
291 1151 274.225 2.43993 -1.64967 0.294343
199 1151 278.042 2.45352 -1.64909 0.282119
6 1151 280.913 2.51117 -1.62118 0.249985
111 1151 282.332 2.47452 -1.64087 0.26865
115 1151 282.362 2.47461 -1.64104 0.268871
105 1151 282.366 2.47444 -1.64057 0.268368
684 39 309.408 2.06037 -1.78438 0.434714
620 39 310.458 2.10377 -1.7588 0.425557
614 39 310.509 2.10633 -1.75709 0.424908
609 39 310.53 2.10789 -1.75598 0.424499
642 39 310.547 2.09025 -1.76723 0.428992
624 39 310.634 2.10159 -1.76014 0.426138
631 39 310.667 2.09755 -1.76274 0.427168
634 39 310.67 2.09572 -1.76389 0.427649
487 39 312.639 2.1232 -1.7464 0.424318
477 39 312.65 2.12926 -1.74403 0.422866
483 39 312.661 2.12554 -1.74545 0.423733
471 39 312.833 2.13217 -1.743 0.422266
463 39 313.06 2.13452 -1.74237 0.421925
498 39 313.519 2.11776 -1.74861 0.42554
456 39 313.69 2.13504 -1.74256 0.422092
559 39 313.795 2.1138 -1.75076 0.42342
505 39 313.904 2.11545 -1.74959 0.425903
543 39 314.253 2.11401 -1.75023 0.423944
531 39 314.544 2.11372 -1.75029 0.424769
522 39 314.574 2.11342 -1.7504 0.425534
246 39 317.037 1.88133 -1.86983 0.45984
759 39 317.173 2.01532 -1.80431 0.431085
407 39 317.366 2.11884 -1.75421 0.425362
394 39 317.765 2.11473 -1.75674 0.424496
390 39 317.797 2.11253 -1.75789 0.424447
387 39 317.81 2.11007 -1.7591 0.42464
340 39 320.989 2.00835 -1.80955 0.446032
198 39 321.772 1.89878 -1.86576 0.453785
182 39 322.051 1.90895 -1.86102 0.451006
174 39 322.105 1.91134 -1.8599 0.450283
0 39 322.28 1.96561 -1.82279 0.432037
129 39 325.194 1.92245 -1.85328 0.445507
111 39 325.707 1.92084 -1.85327 0.444766
105 39 325.841 1.92053 -1.85311 0.4445
72 39 327.149 1.9315 -1.84507 0.440856
68 39 327.276 1.93409 -1.84337 0.440213
50 39 327.476 1.94648 -1.83556 0.43718
58 39 327.535 1.94111 -1.83891 0.438546
486 1662 327.813 2.09494 -1.82945 0.496976
607 1662 328.465 2.08896 -1.83476 0.49438
599 1662 328.664 2.0898 -1.83376 0.494222
588 1662 329.014 2.09011 -1.83301 0.494269
582 1662 329.102 2.09009 -1.83278 0.494348
578 1662 329.152 2.09003 -1.83264 0.494409
463 1662 329.226 2.1005 -1.82774 0.496503
559 1662 329.554 2.08913 -1.83246 0.494711
397 1663 333.271 2.11108 -1.8231 0.489423
403 1663 333.278 2.11134 -1.82273 0.490249
4 1662 337.525 1.9907 -1.88572 0.486054
270 1663 339.693 1.92169 -1.9235 0.506039
336 1663 341.171 2.00321 -1.88318 0.503309
293 1663 341.237 1.92378 -1.92396 0.508401
67 1662 342.425 1.96787 -1.90291 0.491105
72 1662 342.45 1.9643 -1.90539 0.491764
58 1662 342.461 1.97311 -1.8992 0.490109
111 1663 343.93 1.97108 -1.90019 0.490619
116 1663 344.004 1.97085 -1.90056 0.490948
120 1663 344.026 1.97087 -1.90073 0.491197
124 1663 344.04 1.97134 -1.90066 0.491318
129 1663 344.08 1.97157 -1.90076 0.491549
759 1663 344.144 2.03551 -1.86344 0.485529
144 1663 344.461 1.96973 -1.90235 0.492873
140 1663 344.495 1.97049 -1.9018 0.492502
186 1663 344.502 1.95511 -1.91067 0.49697
182 1663 344.512 1.95671 -1.90989 0.496528
135 1663 344.568 1.97091 -1.9014 0.49207
174 1663 344.748 1.95819 -1.90917 0.496008
160 1663 344.873 1.96442 -1.90552 0.494495
214 1663 346.201 1.9383 -1.91839 0.501033
488 983 374.928 2.69019 -1.56438 0.195351
498 983 374.956 2.68596 -1.56508 0.197047
505 983 375.062 2.68391 -1.56547 0.197723
492 983 375.08 2.68818 -1.56468 0.196209
513 983 375.51 2.68215 -1.5658 0.198163
471 983 375.887 2.69832 -1.56329 0.192044
463 983 376.164 2.70021 -1.56332 0.19148
531 983 376.283 2.68215 -1.56578 0.196921
536 983 376.341 2.68237 -1.56575 0.196457
551 983 376.347 2.68265 -1.56594 0.1956
573 983 376.396 2.68108 -1.56702 0.195922
542 983 376.405 2.6824 -1.56578 0.19611
577 983 376.414 2.6807 -1.5673 0.19607
569 983 376.447 2.68152 -1.56675 0.195744
588 983 376.473 2.6795 -1.56806 0.196447
456 983 376.477 2.70058 -1.56366 0.191619
582 983 376.5 2.68021 -1.56765 0.196219
599 983 376.53 2.67778 -1.56908 0.197087
450 983 376.538 2.69989 -1.56425 0.192165
592 983 376.544 2.67884 -1.56841 0.196688
440 983 376.552 2.69665 -1.56574 0.193906
606 983 376.586 2.67618 -1.56996 0.197793
444 983 376.614 2.69816 -1.56507 0.193164
436 983 376.642 2.69488 -1.56651 0.194741
428 983 376.736 2.69109 -1.56826 0.19639
413 983 376.738 2.68614 -1.57079 0.19779
407 982 376.818 2.68598 -1.57035 0.196953
620 983 377.108 2.67155 -1.5722 0.199834
630 982 377.744 2.66654 -1.57348 0.20193
642 982 378.097 2.65915 -1.57645 0.20519
670 983 378.165 2.64065 -1.58415 0.212694
657 982 378.326 2.64893 -1.58013 0.209365
251 983 381.326 2.49153 -1.62323 0.265596
264 982 381.705 2.48985 -1.62253 0.267027
311 983 381.971 2.5098 -1.62067 0.264223
291 982 382.469 2.48595 -1.6254 0.271191
198 982 385.31 2.50121 -1.62464 0.257916
757 983 385.571 2.59597 -1.59498 0.217938
6 982 387.578 2.55773 -1.59845 0.224953
101 982 389.477 2.51856 -1.61747 0.244903
105 982 389.479 2.51814 -1.61786 0.245282
110 982 389.523 2.51824 -1.6181 0.245488
115 982 389.631 2.5183 -1.61834 0.245785
488 803 440.9 2.46885 -1.62615 0.327624
498 803 441.171 2.46439 -1.62751 0.329144
505 803 441.432 2.46215 -1.62824 0.329757
608 803 441.529 2.45421 -1.63398 0.329413
601 803 441.642 2.45576 -1.63287 0.328832
588 803 441.819 2.45768 -1.63144 0.328227
592 803 441.821 2.45709 -1.63184 0.328396
620 803 441.867 2.45037 -1.63637 0.330875
578 803 441.906 2.45871 -1.63063 0.327977
582 803 441.929 2.45834 -1.63094 0.32806
573 803 441.956 2.45914 -1.63023 0.327844
559 803 442.141 2.4602 -1.62937 0.327588
463 803 442.454 2.47917 -1.62366 0.324251
630 803 442.535 2.44538 -1.63915 0.332794
542 803 442.559 2.4603 -1.62889 0.328178
531 803 442.722 2.46022 -1.62885 0.32891
642 802 443 2.4336 -1.64445 0.338247
456 803 443.06 2.47976 -1.62387 0.324331
406 803 443.107 2.46755 -1.63247 0.327926
394 803 443.239 2.46323 -1.63463 0.32778
670 803 443.263 2.42101 -1.65172 0.341151
657 803 443.391 2.4288 -1.64768 0.338688
445 803 443.615 2.47831 -1.62516 0.325336
440 803 443.624 2.47683 -1.62608 0.326006
436 803 443.832 2.47546 -1.62693 0.326586
428 803 444.029 2.47252 -1.62886 0.327691
253 803 450.814 2.26291 -1.71307 0.385318
269 803 450.865 2.26058 -1.71392 0.386936
264 803 450.972 2.26097 -1.71366 0.386505
759 803 451.193 2.37581 -1.66817 0.343011
297 803 452.154 2.26331 -1.71482 0.389193
4 802 452.576 2.32858 -1.68112 0.351443
193 802 453.58 2.27668 -1.71248 0.377854
198 802 453.662 2.27394 -1.7135 0.379116
220 803 453.912 2.26858 -1.71404 0.381598
101 802 456.227 2.29065 -1.7045 0.367817
110 802 456.287 2.29051 -1.70509 0.368324
115 802 456.399 2.29053 -1.70533 0.368636
124 802 456.731 2.29174 -1.70521 0.36875
54 802 459.445 2.31186 -1.69163 0.358559
488 632 522.787 2.43203 -1.64611 0.31023
608 632 522.84 2.41634 -1.65407 0.312092
498 632 522.947 2.42771 -1.64734 0.311611
492 632 523.031 2.43 -1.64666 0.310929
601 632 523.048 2.41807 -1.65293 0.311479
620 632 523.079 2.41218 -1.65652 0.313585
505 632 523.082 2.42551 -1.64802 0.312171
588 632 523.391 2.42035 -1.65139 0.310786
513 632 523.565 2.42356 -1.64862 0.312529
578 632 523.638 2.42163 -1.6505 0.310471
630 631 523.66 2.40842 -1.65849 0.314624
471 632 523.67 2.44009 -1.64412 0.307607
672 632 523.784 2.37835 -1.67316 0.324687
676 632 523.854 2.37545 -1.67442 0.32548
463 632 523.935 2.44195 -1.64394 0.307206
642 631 523.984 2.40062 -1.66244 0.317389
558 632 524.001 2.42351 -1.6491 0.310001
657 632 524.177 2.38807 -1.66842 0.321815
542 632 524.249 2.42344 -1.64871 0.310627
531 632 524.259 2.42318 -1.64874 0.311419
536 632 524.262 2.42339 -1.64869 0.310978
456 632 524.373 2.44233 -1.64423 0.307373
445 632 524.889 2.44036 -1.64569 0.30853
440 632 524.982 2.43863 -1.64668 0.309261
412 632 525.877 2.42931 -1.65256 0.31176
407 632 525.891 2.42903 -1.65297 0.31124
395 632 526.606 2.42546 -1.6548 0.310756
251 631 531.613 2.21803 -1.73233 0.365872
198 631 536.232 2.22988 -1.73269 0.358675
194 631 536.251 2.23238 -1.73179 0.357615
208 631 536.355 2.22436 -1.73428 0.361144
7 631 536.786 2.28849 -1.69979 0.331109
111 631 539.696 2.24795 -1.72403 0.347854
105 631 539.715 2.24786 -1.72374 0.347566
116 631 539.716 2.24809 -1.72422 0.34812
124 631 539.941 2.24913 -1.72415 0.348252
58 631 543.788 2.26847 -1.71155 0.33896
609 460 583.109 2.7241 -1.57117 0.160226
488 460 583.121 2.74027 -1.56542 0.156876
498 460 583.133 2.73565 -1.56605 0.158738
620 460 583.174 2.71979 -1.57294 0.162134
614 460 583.206 2.72249 -1.57188 0.160947
680 460 583.207 2.68047 -1.5861 0.178106
684 460 583.215 2.67797 -1.58689 0.178941
672 460 583.216 2.68617 -1.58446 0.176061
492 460 583.288 2.73812 -1.56568 0.157789
505 460 583.295 2.73333 -1.56642 0.159526
624 460 583.448 2.71752 -1.57373 0.163156
630 460 583.605 2.71401 -1.57505 0.164704
642 460 583.739 2.7063 -1.57782 0.16809
657 460 583.78 2.69586 -1.58118 0.172347
588 461 583.83 2.7314 -1.56875 0.156537
513 461 583.886 2.73433 -1.56654 0.158135
582 461 584.024 2.73216 -1.56835 0.156286
578 461 584.029 2.73263 -1.56808 0.156135
559 460 584.399 2.73148 -1.56719 0.157432
542 461 584.751 2.73457 -1.56653 0.156085
531 461 584.772 2.73426 -1.56653 0.156921
536 461 584.78 2.73452 -1.5665 0.156443
463 461 585.168 2.75323 -1.56461 0.151105
456 461 585.772 2.75356 -1.56497 0.151263
450 461 586.05 2.75291 -1.56552 0.151791
445 461 586.291 2.75165 -1.56611 0.152554
440 461 586.307 2.74993 -1.56683 0.153414
436 461 586.522 2.7483 -1.56749 0.154187
407 460 586.546 2.73716 -1.57185 0.158175
251 461 586.63 2.53039 -1.6203 0.231187
412 460 586.719 2.73758 -1.57144 0.158613
428 461 586.815 2.74484 -1.56902 0.155691
395 460 587.061 2.73347 -1.57315 0.158036
264 460 587.203 2.52465 -1.62131 0.234877
332 461 588.628 2.60861 -1.60369 0.207197
329 461 588.63 2.59923 -1.60604 0.210879
362 461 588.731 2.69118 -1.58352 0.17262
299 461 588.954 2.53008 -1.62246 0.235669
310 461 588.982 2.54788 -1.61849 0.229987
344 461 589.02 2.64499 -1.59468 0.192345
352 461 589.047 2.66554 -1.5897 0.183628
208 460 591.728 2.533 -1.6239 0.22788
199 460 591.942 2.53726 -1.62336 0.225375
759 461 592.355 2.64616 -1.59251 0.1784
7 460 593.721 2.59647 -1.59836 0.191308
101 460 596.702 2.5543 -1.61691 0.212374
105 460 596.713 2.55385 -1.61729 0.212764
111 460 596.746 2.55385 -1.61762 0.213075
115 460 596.847 2.55387 -1.61781 0.213319
54 460 601.074 2.57763 -1.60676 0.200464
684 284 649.866 2.47298 -1.61748 0.28739
680 284 649.899 2.47558 -1.6164 0.286595
672 284 650.036 2.4815 -1.61405 0.284633
620 284 650.647 2.51523 -1.59883 0.271592
614 284 650.78 2.5178 -1.59751 0.27053
609 284 650.8 2.51933 -1.59666 0.269884
624 284 650.864 2.51304 -1.59985 0.272528
630 284 650.938 2.50966 -1.60151 0.273934
642 284 650.983 2.50204 -1.60508 0.277073
634 284 651.006 2.5073 -1.60265 0.27493
488 284 651.967 2.53675 -1.58873 0.266424
588 284 652.03 2.52357 -1.59399 0.268256
498 284 652.169 2.53207 -1.58989 0.268202
492 284 652.213 2.53456 -1.58924 0.267302
505 284 652.369 2.52965 -1.59054 0.268972
578 284 652.444 2.52486 -1.59316 0.267867
513 284 652.963 2.52755 -1.59111 0.269503
559 284 653.055 2.52673 -1.59187 0.267267
471 284 653.231 2.54531 -1.58693 0.263133
542 284 653.575 2.52703 -1.59132 0.26777
463 284 653.687 2.54738 -1.58677 0.262541
531 284 653.719 2.52701 -1.59127 0.268481
456 284 654.319 2.54793 -1.58703 0.262615
406 284 654.936 2.53473 -1.5952 0.267066
445 284 654.988 2.54632 -1.58829 0.263741
440 284 655.034 2.54474 -1.58915 0.264506
394 284 655.204 2.53005 -1.59721 0.267229
412 284 655.3 2.53548 -1.59459 0.267522
428 284 655.607 2.53995 -1.59181 0.266546
249 284 657.251 2.31304 -1.67132 0.338613
348 284 658.384 2.44629 -1.62625 0.297927
338 284 658.558 2.4172 -1.63655 0.308996
198 283 661.758 2.32218 -1.67266 0.332478
194 283 661.799 2.32443 -1.67193 0.331349
208 284 661.854 2.32045 -1.67288 0.333267
4 283 662.838 2.38053 -1.64147 0.301339
111 284 665.945 2.34124 -1.66441 0.319479
105 284 665.955 2.34107 -1.66415 0.319224
116 284 665.989 2.34147 -1.66457 0.319708
124 284 666.193 2.34264 -1.66448 0.319733
680 107 668.919 2.36444 -1.64016 0.312171
684 107 668.92 2.36171 -1.64137 0.312955
672 107 668.967 2.37069 -1.63754 0.310232
620 107 669.083 2.40635 -1.62076 0.297242
609 107 669.107 2.41043 -1.61848 0.295628
614 107 669.162 2.40888 -1.61939 0.296251
624 107 669.352 2.40411 -1.62185 0.298145
630 107 669.492 2.40055 -1.62366 0.299543
488 107 669.493 2.42793 -1.61008 0.292512
642 107 669.666 2.39243 -1.62761 0.302703
498 107 669.861 2.4233 -1.61134 0.294168
58 283 669.88 2.3573 -1.65393 0.31166
54 283 669.938 2.35984 -1.65269 0.310495
505 107 670.102 2.42102 -1.61201 0.294837
471 107 670.243 2.43678 -1.60796 0.289291
588 107 670.274 2.41486 -1.61564 0.29402
463 107 670.491 2.43894 -1.60771 0.288708
578 107 670.66 2.41622 -1.61475 0.293632
513 107 670.686 2.41899 -1.6126 0.295297
456 107 670.977 2.4395 -1.60795 0.28879
558 107 671.094 2.41824 -1.61333 0.293037
554 107 671.098 2.41836 -1.61316 0.293095
542 107 671.361 2.41838 -1.61286 0.293587
536 107 671.392 2.41841 -1.61281 0.293911
531 107 671.399 2.41829 -1.61283 0.294323
445 107 671.595 2.43769 -1.60932 0.289958
440 107 671.676 2.43591 -1.61029 0.290767
407 107 672.023 2.42504 -1.61685 0.293585
412 107 672.159 2.42569 -1.61631 0.293956
429 107 672.294 2.43087 -1.61306 0.29281
394 107 672.404 2.4199 -1.6192 0.293683
249 107 677.694 2.19923 -1.70006 0.360801
198 107 682.475 2.2121 -1.69992 0.353035
208 107 682.607 2.20657 -1.70148 0.355688
4 107 685.258 2.272 -1.66685 0.322942
116 107 687.324 2.23051 -1.69147 0.341823
124 107 687.361 2.2319 -1.69126 0.341811
111 107 687.43 2.23013 -1.69138 0.341632
105 107 687.545 2.22983 -1.69118 0.341412
58 107 691.965 2.25029 -1.67918 0.332187
#motionIndex
0 4
#motionName
rest boxing1
#numFrames
799 2783
#minListSize
1661
#i j distance theta x0 z0
471 2022 568.926 2.39822 -2.89682 0.336378
475 2022 568.93 2.39711 -2.897 0.335275
487 2022 569.118 2.3918 -2.89842 0.330381
463 2022 569.127 2.39951 -2.89681 0.337791
505 2022 570.223 2.38672 -2.89983 0.325462
599 2022 570.223 2.38959 -2.90076 0.324785
553 2022 570.27 2.38944 -2.89898 0.32519
604 2022 570.278 2.38894 -2.90133 0.324219
558 2022 570.289 2.38979 -2.89899 0.325372
588 2022 570.301 2.39019 -2.89996 0.325425
542 2022 570.336 2.38828 -2.89915 0.324612
538 2022 570.392 2.38782 -2.8993 0.324407
578 2022 570.393 2.39018 -2.89955 0.325542
582 2022 570.418 2.39028 -2.89969 0.325578
573 2022 570.425 2.3901 -2.89935 0.325498
569 2022 570.467 2.39015 -2.89918 0.325555
531 2022 570.514 2.38706 -2.89956 0.324209
522 2022 570.576 2.38617 -2.89986 0.3241
670 2022 575.379 2.36269 -2.91602 0.300238
395 2022 576.327 2.38639 -2.90672 0.323725
759 2022 580.168 2.32494 -2.92692 0.251922
745 2022 580.907 2.32814 -2.92751 0.257884
0 2022 582.938 2.30484 -2.92642 0.225067
3 2022 582.951 2.30305 -2.92696 0.223582
248 2022 585.556 2.22025 -2.95203 0.16052
521 642 585.751 2.98036 -2.60453 1.21871
513 642 585.824 2.98108 -2.60367 1.21962
507 642 585.861 2.98194 -2.60265 1.22039
530 642 585.912 2.98039 -2.60453 1.21804
606 643 585.92 2.97128 -2.61968 1.21356
600 643 585.929 2.97192 -2.61847 1.21393
499 642 585.993 2.98361 -2.60066 1.22165
672 643 585.997 2.94317 -2.6601 1.19537
536 642 586.004 2.9806 -2.60428 1.21772
588 643 586.128 2.97301 -2.61644 1.21471
461 642 586.175 2.99355 -2.58989 1.22832
488 642 586.187 2.98647 -2.59739 1.22353
455 642 586.197 2.99354 -2.59028 1.22856
684 642 586.243 2.94333 -2.65938 1.19208
451 642 586.246 2.99303 -2.59121 1.22843
493 642 586.256 2.98503 -2.599 1.22265
549 642 586.326 2.9818 -2.60297 1.21779
578 643 586.392 2.97364 -2.61523 1.21522
471 642 586.402 2.99234 -2.59082 1.22725
620 643 586.443 2.96879 -2.62391 1.21207
475 642 586.485 2.99122 -2.592 1.22649
445 642 586.519 2.99163 -2.5934 1.22785
362 643 586.901 2.93795 -2.66645 1.19125
365 643 586.918 2.94292 -2.66019 1.19452
631 643 586.919 2.96436 -2.63045 1.20941
368 643 586.92 2.94758 -2.65429 1.19759
634 643 586.966 2.96298 -2.63246 1.20859
642 642 587.005 2.96613 -2.62819 1.20775
715 642 588.045 2.92479 -2.68275 1.1765
414 642 588.107 2.98184 -2.60864 1.22153
252 642 588.845 2.81901 -2.80292 1.0955
199 2022 591.338 2.24206 -2.95204 0.177522
194 2022 591.392 2.24599 -2.95129 0.180771
187 2022 591.461 2.25054 -2.9504 0.184481
182 2022 591.527 2.25336 -2.94983 0.186779
91 2022 592.117 2.27279 -2.94184 0.1996
110 2022 592.712 2.26985 -2.94385 0.197776
117 2022 592.727 2.26974 -2.94421 0.198106
124 2022 592.834 2.27066 -2.94429 0.199334
138 2022 593.413 2.26807 -2.94561 0.197827
291 643 594.08 2.81534 -2.80976 1.09867
197 643 594.085 2.82355 -2.80456 1.09765
177 643 594.517 2.8321 -2.79516 1.10292
15 643 595.076 2.86586 -2.74642 1.12002
254 723 595.608 2.58556 -3.00412 0.760696
244 2278 596.094 2.1216 -3.9233 0.423814
105 643 596.891 2.83888 -2.78522 1.10371
111 643 596.898 2.83893 -2.78549 1.10406
115 643 596.902 2.83917 -2.78541 1.1045
207 2278 596.981 2.12821 -3.92427 0.433739
213 2278 597.238 2.12705 -3.92426 0.432047
219 2278 597.557 2.12623 -3.92402 0.431042
670 2277 598.32 2.23299 -3.8604 0.640736
686 2277 598.527 2.22381 -3.86741 0.622961
689 2277 598.537 2.22187 -3.86885 0.619165
680 2277 598.626 2.22719 -3.86481 0.629556
488 2277 598.82 2.27088 -3.82573 0.714329
272 2278 599.098 2.11476 -3.92589 0.412392
643 2277 599.311 2.24716 -3.84846 0.667431
724 2277 599.434 2.19895 -3.88382 0.571581
498 2277 599.485 2.26662 -3.82864 0.706404
611 723 599.531 2.74526 -2.86168 0.916566
614 723 599.556 2.74485 -2.8623 0.916231
603 723 599.62 2.74611 -2.86027 0.917275
620 723 599.623 2.74342 -2.86416 0.915025
406 2277 599.693 2.26295 -3.83761 0.699614
624 723 599.806 2.74215 -2.86569 0.913979
691 723 600.202 2.71202 -2.89889 0.886171
580 723 600.404 2.74702 -2.85822 0.918254
575 723 600.408 2.74691 -2.85811 0.918201
498 723 600.505 2.74637 -2.85787 0.920963
65 643 600.537 2.8532 -2.76528 1.11241
558 723 600.597 2.74668 -2.85777 0.918162
14 723 600.625 2.65112 -2.94542 0.809976
564 723 600.642 2.74682 -2.8578 0.918178
642 723 600.712 2.73459 -2.87458 0.907575
668 723 600.722 2.72263 -2.88785 0.896675
492 723 600.722 2.74811 -2.85633 0.922576
506 723 600.745 2.74468 -2.85937 0.919253
463 2277 600.911 2.28049 -3.81969 0.732343
656 723 600.961 2.72772 -2.88209 0.901425
651 723 600.991 2.73008 -2.87949 0.903567
542 723 601.047 2.74532 -2.85869 0.917583
621 2277 601.055 2.25712 -3.8393 0.685568
615 2277 601.241 2.25917 -3.8373 0.689294
474 723 601.487 2.75609 -2.84944 0.929565
160 2278 601.789 2.14073 -3.91912 0.454211
156 2278 601.895 2.14193 -3.91844 0.456219
456 2277 602.041 2.2809 -3.8198 0.733386
461 723 602.225 2.75884 -2.84755 0.932323
551 2277 602.392 2.26308 -3.83135 0.697027
759 723 602.471 2.68331 -2.92284 0.847505
577 2277 602.556 2.26243 -3.8327 0.695474
542 2277 602.585 2.26314 -3.83108 0.697541
573 2277 602.594 2.26267 -3.83233 0.695924
536 2277 602.605 2.26334 -3.83089 0.698246
582 2277 602.65 2.26215 -3.83313 0.69489
532 2277 602.671 2.26352 -3.83072 0.698884
586 2277 602.733 2.26213 -3.8333 0.694815
382 723 602.755 2.73793 -2.87292 0.910282
436 2277 602.806 2.2748 -3.826 0.722915
440 2277 602.849 2.27651 -3.82435 0.725954
451 723 602.97 2.75851 -2.84853 0.932461
445 2277 603.004 2.27872 -3.82226 0.72988
352 723 603.793 2.69261 -2.91625 0.869222
319 723 603.809 2.62273 -2.97725 0.803301
323 723 603.817 2.63063 -2.97084 0.811143
311 723 603.867 2.6079 -2.989 0.788253
363 723 603.879 2.71355 -2.89651 0.88779
759 2277 603.963 2.18479 -3.88996 0.536835
339 723 604.059 2.66658 -2.93982 0.845564
334 723 604.061 2.65556 -2.94957 0.83522
754 2277 604.097 2.18578 -3.88999 0.539667
0 2277 604.307 2.14809 -3.90424 0.458925
421 723 604.806 2.74872 -2.86068 0.924334
379 2277 604.924 2.2461 -3.85078 0.664906
116 723 605.258 2.62387 -2.97664 0.788813
82 2278 605.305 2.14419 -3.91387 0.455939
110 723 605.357 2.62369 -2.9765 0.788264
142 723 605.381 2.62278 -2.97868 0.789426
106 723 605.462 2.62369 -2.97629 0.788052
103 723 605.465 2.6241 -2.97573 0.788307
367 2277 605.513 2.22977 -3.86248 0.634011
130 723 605.765 2.62495 -2.97634 0.790615
89 723 605.824 2.62632 -2.97289 0.789783
83 723 605.917 2.62847 -2.97062 0.791432
336 2278 607.166 2.19522 -3.88714 0.570819
116 2278 607.195 2.14199 -3.91714 0.453723
129 2278 607.559 2.14385 -3.91675 0.457948
345 2278 607.857 2.21372 -3.87545 0.605366
504 770 630.006 2.8213 -2.74865 0.829392
495 770 630.059 2.82425 -2.74621 0.831873
486 770 630.084 2.82755 -2.74367 0.834368
444 770 630.113 2.83044 -2.74369 0.837784
463 770 630.131 2.83347 -2.73974 0.839246
454 770 630.156 2.83288 -2.74084 0.839191
436 770 630.157 2.82749 -2.74695 0.835738
